img_id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
50429,Unisex,Accessories,Accessories,Messenger Bag,Blue,Summer,2012.0,Casual,Lino Perros Unisex Blue Satchel
7704,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Jealous 21 Women s She s Got Attitude Red Top
23906,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Fila Men Figio White Shoes
20196,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Polo T-shirt
57742,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lotus Herbals Pure Radiance Caramel Daily Foundation 370
17170,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt
9196,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Puma Men Axis Silver Sports Shoes
48457,Men,Apparel,Bottomwear,Shorts,Multi,Summer,2012.0,Casual,French Connection Men Multi Coloured Cargo Shorts
55581,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017.0,Casual,Revlon Pink Peony Powder Blush 17
26486,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Large Logo Ringer Blue T-shirt
19561,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple TShirt
16962,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Image Men Sunglasses
23523,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Hugo Boss Men Element Perfume
36827,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green Kurta
21863,Girls,Apparel,Topwear,Tops,Yellow,Fall,2011.0,Casual,Chhota Bheem Kids Girls Lets Catch Them Yellow Top
2860,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men s Rising Soccer T-shirt
34773,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag
24130,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Printed White T-shirt
27320,Women,Personal Care,Fragrance,Perfume and Body Mist,Yellow,Spring,2017.0,Casual,ADIDAS Women Free Emotion Perfume
14967,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Formal,Newhide Zip Pocket Wallet
28743,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,W Women Printed Green Top
14727,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Ed Hardy Men Tiger Print Blue Tshirts
15632,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Women AS Regular DF Cotton Black Track Pants
15771,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Facit Men Trophy BF Red Briefs
18684,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016.0,Casual,Hanes Men Brown Premium Bikini Briefs
36001,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Ben 10 Boys Crew Orange T-shirt
20491,Women,Accessories,Bags,Handbags,Maroon,Winter,2015.0,Casual,Baggit Women Knotty Taj Maroon Handbag
7411,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,W Women V Neck Short Sleeve Purple Kurta
37238,Women,Footwear,Shoes,Flats,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sandals
26282,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Proline Men Cream-Coloured Printed T-shirt
3698,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Tantra Women s Cool Yellow Long T-shirt
49881,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Q&Q Women Silver Dial Analog Watch
26252,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Summer,2012.0,Casual,Proline Men Grey Melange Track Pants
45107,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Printed Dial Watch A019 MQ-76-L1AUL
2807,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2009.0,Casual,iD Men s Casual Leather Brown Funky Shoe
5865,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men s Twelve Faster T-shirt
53215,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,Mark Taylor Men Pink Shirt
33090,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats
45955,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Tokyo Talkies Women Blue Top
55963,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Colorbar Take Me As I Am Flirtatious Pink Lipstick with Sharpner 002
11496,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Gun Metal Grey Flats
51482,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
20612,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Baggit Women Ishqx Barat Pink Handbag
11905,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Franco Leone Men Casual Black Sandals
10229,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Hths Black Handbags
1757,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Lotto Men Polo Slate Black Rugby T-shirt
19501,Men,Accessories,Socks,Socks,Navy Blue,Fall,2010.0,Casual,Puma Men Ftpa Quarters Navy Blue Socks
49745,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Formal,Park Avenue Men Red Tie
32947,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,ADIDAS Neo Men Rugged Sail Navy Blue Shoes
5078,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Being Human Women Blue Silicon Strap with Stones Watch
45928,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch
50759,Men,Footwear,Sandal,Sandals,Mushroom Brown,Winter,2018.0,Casual,Red Chief Men Mushroom Brown sandals
44631,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Black Track Pants
33732,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Pieces Women Black Belt
29690,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012.0,Casual,Indigo Nation Men Check Charcoal Shorts
39269,Men,Footwear,Shoes,Casual Shoes,Beige,Winter,2018.0,Casual,Red Chief Men Beige Shoes
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Sports,Q&Q Men Black Digital Watch
56245,Men,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set
42910,Women,Accessories,Belts,Belts,Tan,Summer,2012.0,Casual,French Connection Women Tan Belt
9578,Women,Accessories,Bags,Handbags,Grey,Fall,2011.0,Casual,Puma Women Grey Jamaica Lifestyle Handbag
39491,Unisex,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Wallet
33401,Women,Accessories,Wallets,Wallets,Green,Summer,2012.0,Casual,Baggit Women Border Mayur Green Wallet
56488,Women,Personal Care,Nails,Nail Polish,White,Spring,2017.0,Casual,Streetwear Barbie Pink Nail Polish 40
41411,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Wrangler Men Black Polo T-shirt
59917,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Diva Women Pink Kurta
19733,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Solid Green Shirt
37143,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wills Lifestyle Men Blue Gingham Shirt
23092,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Unisex 3D Black Casual Shoe
24457,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Max Black Sports Shoes
51398,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Myntra Men Green Check Shorts
32427,Men,Apparel,Bottomwear,Shorts,Black,Summer,2010.0,Casual,ADIDAS Men Black 3/4 Length Pants
26228,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo T-Shirt
18761,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Aiyanna White Shirt
36284,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Purple Night suits
8406,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Sports,ADIDAS Men M Rsp Short Sleeve White Shorts
53616,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M010-001
21811,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Flyby Brown Wallet
47283,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Pack of 3 T-shirt
58253,Women,Accessories,Bags,Clutches,Olive,Summer,2010.0,Casual,Baggit Women Olive Purse
40771,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Firsty Roundtails Cap
11822,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Playboy Men Casual Blue Casual Shoes
19947,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Nike Unisex Classic Base Black Backpack
31988,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Playboy Men Black Socks
45141,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Men Black Analogue Watch MTP-1290D-1A1VDF(A413)
8382,Girls,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Girl s Raw Edges Light Blue Kidswear
2320,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men s Quoted Black T-shirt
57276,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,French Connection Men Red Check Shirt
14648,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men White Grafitti Black Tshirts
46605,Women,Footwear,Shoes,Flats,Beige,Winter,2015.0,Casual,Catwalk Women Beige Pumps
4919,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Gini and Jony Girl s Veeya Pink Kidswear
48808,Men,Accessories,Jewellery,Pendant,Steel,Summer,2012.0,Casual,Revv Men Steel Pendant
43215,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch
5593,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men s Pure Victory White Grey Black Shoe
13918,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Women Serenity Black Casual Shoes
44961,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Fogg Women Delicious Deo
52423,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017.0,Casual,Red Rose Women Blue Nightdress
13948,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Washed Blue Jeans
56282,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Biara Black Everyday Support Bra
37728,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Green Check Shirt
18760,Women,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Arrow Woman Aiyanna Grey Shirt
36087,Unisex,Accessories,Headwear,Caps,Pink,Summer,2012.0,Casual,OTLS Unisex Pink Cap
9447,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Striped Shirt
3071,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Women s Shlokas Blue T-shirt
15735,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Lunarfly+2 Shield Grey Sports Shoes
7294,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Free Authority Men s Tattoo Gun Lime Yellow T-shirt
12065,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,W Women Printed Navy Blue Kurtas
20009,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,United Colors of Benetton Olive T-shirt
30138,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Flying Machine Women Printed Pink T-shirt
36935,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Ralph Lauren Men Perfume
38041,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016.0,Casual,Q&Q Men Navy Dial Watch DD02J004Y
28092,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Jockey GOLDEDN Men Gold Edition White Innerwear Vest 4020
56432,Women,Personal Care,Bath and Body,Nail Essentials,Pink,Spring,2017.0,Casual,Streetwear Nail Color Remover
51349,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Converse Men Black Casual Shoes
14562,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans Men Old Skool Black Casual Shoes
28851,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2013.0,Casual,Proline Charcoal Grey Polo T-shirt
32371,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch
39319,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Gini and Jony Boys Beige Shorts
45303,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt
49250,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Arrow Men Pack of 3 Health Socks
51015,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Enamor Ivory Coloured Smooth Bra
33057,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Black Shirt
20357,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
5398,Men,Footwear,Shoes,Sports Shoes,Grey,,2011.0,Sports,Quechua Arpenaz Flex Novadry Grey
15231,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Men Veska PK Mid White Casual Shoes
11011,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Wrangler Women Smocked Yoke Blue Tops
18936,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Levi s Men Graphic Print Green Tshirt
7861,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Printed Round Neck T-shirt
39219,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Femella Women Black Animal Printed Kaftan Top
25961,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Femella Women Black Tunic
31891,Women,Accessories,Stoles,Stoles,Green,Summer,2012.0,Ethnic,Fabindia Women Green Ekko Silk Stole
4088,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men s Purple With Black White Stripes T-shirt
12061,Boys,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
25520,Girls,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Kids Girls City Chic White Top
3629,Unisex,Footwear,Flip Flops,Flip Flops,White,Summer,2011.0,Casual,Puma Unisex Tropi Cat Graphic White Yellow Flip Flop
59233,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Watch
26949,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Jealous 21 Women Printed Orange T-shirt
36047,Unisex,Accessories,Bags,Backpacks,Olive,Summer,2012.0,Casual,OTLS Unisex Olive Green Backpack
44924,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans
43219,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch
4849,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,ADIDAS Women Tight Black Capri
20858,Women,Accessories,Eyewear,Sunglasses,Olive,Winter,2016.0,Casual,United Colors of Benetton Women Casual Olive Sunglasses
25952,Women,Accessories,Scarves,Scarves,Blue,Summer,2012.0,Casual,Femella Women Printed Blue Scarf
31931,Women,Accessories,Bags,Clutches,Green,Summer,2012.0,Casual,Fabindia Women Green Crochet Purse
28439,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Chronograph Watch NY4331
11555,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women Printed Pink Kurtas
49372,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Casual Shoes
6230,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women s Basic Round Light Pink T-shirt
42750,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Heels
20796,Men,Footwear,Sandal,Sandals,Olive,Fall,2010.0,Casual,Fila Men Tremor Olive Sandal
30069,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Men Black Dial Watch
30514,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Lovable Women Spice Pink Bra
25361,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Levis Men Black & Green Trunks
38222,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Polaroid Unisex Sunglasses
59518,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2015.0,Casual,Lucera Bead Necklace
24375,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Folklore Women Blue  Kurta
15315,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes
37712,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,John Players Men Printed Yellow T-shirt
21152,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,s.Oliver Men Red Printed T-shirt
45396,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & White Sandals
19264,Women,Accessories,Watches,Watches,Black,Fall,2012.0,Casual,Guess Women Mini Prism Black Watch
45579,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Arrow Men Black Sandals
32550,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Playboy Men Pack of 3 Deos
3353,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men s I am a nice guy Navy Blue T-shirt
17985,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Unisex Laptop Grey Backpack
26668,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Rebound FS Black Casual Shoes
8835,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,Scullers Men Scul Green Trousers
26829,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Highlander Men Brown Trousers
51556,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
31787,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Lee Women Hanna Evergreen Green Top
57614,Women,Personal Care,Skin Care,Sunscreen,Orange,Spring,2017.0,Casual,Lotus Herbals Extreme Sun Block Sunscreen
37783,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,John Players Men Navy Blue Shirt
8208,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Locomotive Men Solid Lantos Blue T-Shirts
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Applique Navy Blue Tshirt
31150,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt
47217,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Franco Leone Men Black Sandals
20035,Women,Accessories,Bags,Backpacks,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Purple Casual Backpack
45635,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue Men White Briefs FB003
18417,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Skechers Women Shape-Ups Silver Shoes
48382,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans
10652,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts
11503,Women,Footwear,Shoes,Heels,Blue,Spring,2013.0,Casual,Catwalk Women Lifestyle Blue Flats
6110,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,UCB Men s Benetton Logo Purple T-shirt
44971,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Analog Chronograph Watch
25449,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,Nike Women Snapper Thong Flip Flop
20146,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Urban Navy Blue Shirt
58220,Women,Apparel,Bottomwear,Patiala,Multi,Summer,2012.0,Ethnic,Shree Women Multi Coloured Patiala
28461,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Urban Yoga Women Black Capris
12755,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Navy Striped Polo T-Shirt
2697,Girls,Apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Disney Kids Girl s Blue Pooh Kidswear
2826,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Lee Cooper Men Leather Semi Formal Brown Shoe
7373,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Floater
58853,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012.0,Casual,Hakashi Men Black Cufflinks
55021,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,,Lakme Absolute Matte Desert Dune Lipstick 66
52128,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Washed Dress
3985,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men s Strong Blue T-shirt
58476,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet
39038,Men,Accessories,Cufflinks,Cufflinks,White,Summer,2012.0,Formal,Belmonte Men White Bright Assorted Cufflinks
36158,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Status Quo Men Red & Charcoal T-shirt
32869,Unisex,Accessories,Bags,Backpacks,Black,Summer,2015.0,Casual,Wildcraft Unisex Black & Grey Backpack
57479,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,ID Men Blue & Orange Casual Shoes
39186,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurta
6743,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Nike Women Butterfly Thong Black Purple Flip Flops
6146,Unisex,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Puma Unisex K9 Coffee Beige Floater
6698,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Men s Polo Neck Logo At Chest Pink T-shirt
52503,Women,Apparel,Loungewear and Nightwear,Bath Robe,Cream,Winter,2015.0,Casual,Red Rose Women Cream Floral Print Bath Robe
35043,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Fabindia Women Silk Cream Kurta
45997,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,Fabindia Black Striped Saree
39294,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals
45236,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO Men Black Analogue & Digital Watch AD94
37745,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,John Players Men Striped White Shirt
8586,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Shirt
20307,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Jealous 21 Women Solid White Sweater
54063,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017.0,Casual,Fogg Men Napoleon Deo
13152,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Scribble White Tshirts
47536,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Portia Women Black Flats
57043,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Elle Black Dress
59526,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings
58418,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Levis Men Blue Jeans
45593,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes
43631,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Vero Moda Women Green Shirt
56983,Women,Footwear,Shoes,Flats,Blue,Winter,2012.0,Casual,HM Women Blue Sandals
24706,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,Puma Unisex Blue Flip Flops
48692,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings
57128,Women,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Elle Women Grey Retro Top
14166,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,Belmonte Men Snake Skin Look Black Belts
56194,Women,Personal Care,Makeup,Highlighter and Blush,Pink,Spring,2017.0,Casual,Colorbar Blush New Peachy Rose Blusher 004
40649,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Span Women Red Printed Kurta
30842,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Fabindia Women Navy Blue Kurta
2375,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men s Black Semi Formal Shoe
50876,Women,Apparel,Saree,Sarees,Green,Summer,2012.0,Ethnic,Prafful Green & Beige Crepe Sari
44771,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Globalite Men Navy Blue Skid Shoes
20975,Women,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Women Leatherette Brown Belt
29493,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Women Chronograph White Dial Watch
29497,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Chronograph Blue Dial Watch
50465,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue & Grey Briefs
25618,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch N2298SM01
57752,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lotus Herbals Natural Blend Comfort Liquid Buff Foundation 320
15147,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Arrow Sport Men Check Yellow Shirts
14925,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Mr. Men Men Keen Charcoal Tshirts
